mpg,cylinders,displacement,horsepower,weight,acceleration,year,origin-1,origin-2,origin-3,0,0
29.5,-0.8552441147764176,-0.9247725045728732,-0.8713169285317701,-1.3525839867798923,-1.221345314132323,76,0,1,0,29.5,31.572587966918945
23.6,-0.8552441147764176,-0.5123809563151661,-0.28266033894278475,-0.0772571985806797,-0.4598381052163956,80,1,0,0,23.600000381469727,25.280305862426758
15.5,1.496307924470658,1.1947282434492954,1.0647091883386708,1.3811026008878642,-0.6774115934780895,77,1,0,0,15.5,16.30051612854004
20.6,0.3205319048471203,0.3603546458116092,0.018208584624918926,0.4836504165995295,0.08409561543783786,78,1,0,0,20.600000381469727,20.233516693115234
34.2,-0.8552441147764176,-0.8480484955946951,-0.897479443624614,-0.9097621853218323,-0.8587228336961673,79,1,0,0,34.20000076293945,30.535869598388672
25.0,-0.8552441147764176,-0.7425529832497003,-0.6096917776033322,-0.8861450225774025,0.4829803439176083,76,0,1,0,25.0,29.40133285522461
36.4,-0.2673561049646486,-0.694600477638339,-0.9759669889031454,-0.024118582405712505,1.5708477852260754,80,0,1,0,36.400001525878906,28.123401641845703
22.3,-0.8552441147764176,-0.5123809563151661,-0.4265541719534256,-0.09497007063900209,0.6280293360920713,79,1,0,0,22.299999237060547,25.743789672851562
19.0,-0.8552441147764176,-0.7041909787606112,-0.4265541719534256,0.3537560215051653,2.2960927460983864,76,0,1,0,19.0,24.35889434814453
19.8,0.3205319048471203,0.06304911102116924,-0.505041717231957,0.02311574308314722,0.9543895684846109,79,1,0,0,19.799999237060547,23.696300506591797
31.0,-0.8552441147764176,-1.0974015247737738,-0.9759669889031454,-1.2049767196272057,1.2444875528335357,74,0,0,1,31.0,32.853271484375
14.0,1.496307924470658,1.5016242793620076,1.5879594901955467,1.4625818123561474,-1.2938698102195538,71,1,0,0,14.0,14.382473945617676
14.0,1.496307924470658,1.4057192681392852,1.4571469147313276,0.7540669300232514,-2.7443597319641766,70,1,0,0,14.0,17.147293090820312
43.4,-0.8552441147764176,-0.991906012428779,-1.4730547756671775,-0.7503463367969307,2.948813210883467,80,0,1,0,43.400001525878906,33.801513671875
26.0,-0.8552441147764176,-0.9151820034506009,-0.6620168077890197,-0.8448149877746503,0.7730783282665331,76,1,0,0,26.0,29.137836456298828
33.5,-0.8552441147764176,-1.0398585180401403,-0.897479443624614,-1.210881010313313,0.4467180958739935,77,0,0,1,33.5,33.276641845703125
19.0,-0.8552441147764176,-0.6850099765160668,-0.505041717231957,-0.7798677902274681,1.0631763126154579,73,1,0,0,19.0,27.171833038330078
22.0,-0.8552441147764176,-0.694600477638339,-0.16492902102498766,-0.03002287309181997,-0.38731360912916474,75,0,1,0,22.0,24.093168258666992
27.2,-0.8552441147764176,-0.7137814798828835,-0.19109153611783145,-0.791676371599683,-0.31478911304193385,78,0,0,1,27.200000762939453,29.018386840820312
32.7,0.3205319048471203,-0.24384692489154297,0.7245964921317014,-0.07135290789457223,-1.5114432984812471,80,0,0,1,32.70000076293945,24.065797805786133
29.0,-0.8552441147764176,-1.2028970371187686,-1.4468922605743337,-1.3029879450165895,1.4257987930516136,73,0,1,0,29.0,33.708011627197266
17.6,0.3205319048471203,0.30281163907797565,-0.505041717231957,0.5840233582633564,0.37419359978676264,81,1,0,0,17.600000381469727,21.64177703857422
23.0,-0.8552441147764176,-0.4068854439701713,-0.28266033894278475,0.07625435925811441,1.7884212734877691,82,1,0,0,23.0,25.62604331970215
34.0,-0.8552441147764176,-0.8192769922278783,-0.897479443624614,-0.8566235691468651,0.4829803439176083,82,0,0,1,34.0,33.101539611816406
17.6,1.496307924470658,1.0412802254929394,0.64610894685317,0.8910464739409446,-0.7861983376089359,79,1,0,0,17.600000381469727,18.74724578857422
30.7,0.3205319048471203,-0.46442845070380484,-0.7405043530675511,0.22386162641080104,1.4620610410952295,81,0,1,0,30.700000762939453,25.82147216796875
21.0,0.3205319048471203,0.3603546458116092,0.1490211600891379,0.08097779180700038,-0.20600236891108692,75,1,0,0,21.0,20.37200164794922
38.0,-0.8552441147764176,-0.9823155113065067,-0.9759669889031454,-1.1518381034522385,0.2291446076122996,82,0,0,1,38.0,34.69187927246094
16.0,1.496307924470658,1.0412802254929394,0.9338966128744518,1.3822834590250859,-0.5686248493472426,74,1,0,0,16.0,15.527114868164062
15.0,0.3205319048471203,0.542574167134782,-0.8451544134389264,0.5450550397350472,1.969732513705847,75,1,0,0,15.0,21.02996063232422
20.0,0.3205319048471203,0.30281163907797565,-0.11260399083930006,0.8036629717865541,0.7730783282665331,76,1,0,0,20.0,18.471939086914062
29.0,-0.8552441147764176,-0.991906012428779,-0.897479443624614,-1.220327875411085,-0.4961003532600117,76,0,1,0,29.0,31.61421775817871
32.0,-0.8552441147764176,-0.4740189518260771,-0.21725405121067523,-0.36066315151383804,-0.604887097390858,82,0,0,1,32.0,28.224306106567383
18.0,1.496307924470658,1.1947282434492954,1.1955217638028897,0.5497784722839332,-1.6564922906557096,70,1,0,0,18.0,16.85533905029297
32.0,-0.8552441147764176,-1.0398585180401403,-0.897479443624614,-1.1577423941383458,0.5192425919612244,76,0,0,1,32.0,32.78165817260742
15.0,1.496307924470658,1.5016242793620076,1.0647091883386708,1.3126128289290178,-0.9312473297833982,73,1,0,0,15.0,15.5635404586792
16.0,1.496307924470658,1.51121478048428,1.169359248710046,1.6113699376460555,-0.38731360912916474,77,1,0,0,16.0,15.399123191833496
34.0,-0.8552441147764176,-0.7809149877387893,-0.4265541719534256,-0.6794948485636412,0.88186507239738,82,1,0,0,34.0,29.390525817871094
10.0,1.496307924470658,1.0892327311043006,2.5036475184450797,1.6597851212721366,-0.20600236891108692,70,1,0,0,10.0,11.5199556350708
19.0,-0.8552441147764176,-0.694600477638339,0.2013461902748255,-0.12094894965787494,-0.02469112869300909,73,0,1,0,19.0,22.734468460083008
28.4,-0.8552441147764176,-0.4068854439701713,-0.374229141767738,-0.35475886082773056,0.15662011152506874,79,1,0,0,28.399999618530273,26.312490463256836
15.0,1.496307924470658,1.0412802254929394,0.6722714619460138,1.5641356121571957,-0.24226461695470236,77,1,0,0,15.0,16.017379760742188
32.3,-0.8552441147764176,-0.9247725045728732,-0.9759669889031454,-1.0691780338467338,0.8093405763101492,81,0,0,1,32.29999923706055,34.10456085205078
30.0,-0.8552441147764176,-0.9151820034506009,-0.9498044738103015,-0.9629008014967995,0.33793135174314654,78,1,0,0,30.0,31.035694122314453
26.4,-0.8552441147764176,-0.5123809563151661,-0.4265541719534256,-0.11858723338343195,0.9181273204409961,80,1,0,0,26.399999618530273,26.203960418701172
30.0,-0.8552441147764176,-0.5603334619265274,-0.5312042323248009,-0.6913034299358561,-0.9675095778270136,81,1,0,0,30.0,28.720966339111328
19.0,0.3205319048471203,0.3699451469338814,-0.11260399083930006,-0.08198063112956566,0.15662011152506874,74,1,0,0,19.0,20.66204071044922
13.0,1.496307924470658,1.0412802254929394,0.9338966128744518,1.5629547540199742,0.15662011152506874,72,1,0,0,13.0,13.993714332580566
32.2,-0.8552441147764176,-0.8192769922278783,-0.766666868160395,-0.8330064064024353,-0.13347787282385604,80,0,0,1,32.20000076293945,31.735414505004883
27.0,-0.8552441147764176,-0.9247725045728732,-0.4265541719534256,-0.9924222549273368,-0.38731360912916474,71,0,0,1,27.0,28.76905059814453
28.0,-0.8552441147764176,-0.9151820034506009,-0.635854292696176,-0.9522730782618061,-0.20600236891108692,72,1,0,0,28.0,27.924989700317383
44.6,-0.8552441147764176,-0.9823155113065067,-0.9759669889031454,-1.3230625333493549,-0.6411493454344734,80,0,0,1,44.599998474121094,33.64090347290039
18.0,0.3205319048471203,0.3699451469338814,-0.11260399083930006,-0.21423674249837288,-0.20600236891108692,73,1,0,0,18.0,21.013227462768555
39.4,-0.8552441147764176,-1.0398585180401403,-0.897479443624614,-1.0632737431606265,1.099438560659074,78,0,0,1,39.400001525878906,32.17034149169922
25.1,-0.8552441147764176,-0.5123809563151661,-0.4265541719534256,-0.2957159539666559,-0.06095337673662453,78,1,0,0,25.100000381469727,26.565921783447266
16.0,0.3205319048471203,0.542574167134782,-0.11260399083930006,0.9571745296253482,0.5192425919612244,74,1,0,0,16.0,18.3494930267334
43.1,-0.8552441147764176,-0.991906012428779,-1.4730547756671775,-1.1636466848244533,2.1510437539239247,78,0,1,0,43.099998474121094,32.46647262573242
25.0,-0.8552441147764176,-0.5123809563151661,-0.3219041115820504,-0.4704829582754369,-0.24226461695470236,76,1,0,0,25.0,26.274213790893555
16.9,1.496307924470658,1.5016242793620076,1.3263343392671088,1.6408913910765928,-0.24226461695470236,79,1,0,0,16.899999618530273,15.243927001953125
13.0,1.496307924470658,1.9811493354756204,1.8495846411239847,2.561960738109357,-1.2938698102195538,71,1,0,0,13.0,11.01024341583252
20.2,0.3205319048471203,0.06304911102116924,-0.4265541719534256,0.10577581268865173,0.5555048400048405,81,1,0,0,20.200000762939453,23.394573211669922
14.0,1.496307924470658,1.51121478048428,1.274009309081421,1.3681131613784279,-0.9312473297833982,72,1,0,0,14.0,14.303311347961426
37.0,-0.8552441147764176,-0.7137814798828835,-0.3219041115820504,-0.6334413812120029,-0.20600236891108692,80,0,0,1,37.0,29.89622688293457
13.0,1.496307924470658,1.5016242793620076,1.8495846411239847,1.3338682753990045,-0.9312473297833982,73,1,0,0,13.0,13.933420181274414
21.5,-0.8552441147764176,-0.694600477638339,0.1490211600891379,-0.4374189304332351,-1.0037718258706292,77,0,1,0,21.5,26.498371124267578
27.0,-0.8552441147764176,-0.8864105000837841,-0.5573667474176446,-0.9074004690473894,-0.09721562478023997,76,0,1,0,27.0,29.371889114379883
14.0,1.496307924470658,1.51121478048428,1.1431967336172022,1.9916062578313762,-0.7499360895653204,75,1,0,0,14.0,14.079754829406738
15.0,1.496307924470658,1.9811493354756204,1.1955217638028897,0.9335573668809184,-2.200426011309943,70,1,0,0,15.0,15.139599800109863
17.0,0.3205319048471203,0.542574167134782,-0.11260399083930006,0.4234266516012334,-0.02469112869300909,71,1,0,0,17.0,18.872591018676758
9.0,1.496307924470658,1.0604612277374839,2.320509912795173,2.080170618122988,1.0631763126154579,70,1,0,0,9.0,9.994423866271973
23.0,-0.8552441147764176,-0.5123809563151661,-0.6881793228818636,-0.446865795531007,1.0631763126154579,75,1,0,0,23.0,26.42146873474121
26.0,-0.8552441147764176,-1.0974015247737738,-0.9759669889031454,-1.1896255638433262,-0.02469112869300909,74,0,1,0,26.0,30.945615768432617
34.3,-0.8552441147764176,-0.9247725045728732,-0.6881793228818636,-0.9239324829684903,0.08409561543783786,80,0,1,0,34.29999923706055,30.95431137084961
23.2,-0.8552441147764176,-0.35893293835881,0.018208584624918926,-0.2661945005361186,0.4104558478303774,78,1,0,0,23.200000762939453,24.966676712036133
17.5,1.496307924470658,1.0700517288597562,1.0647091883386708,1.074079485210276,-1.112558570001476,77,1,0,0,17.5,17.16594886779785
12.0,1.496307924470658,2.5086268972005947,3.1577103957661743,2.3387785501744953,-1.6564922906557096,73,1,0,0,12.0,10.16852855682373
30.0,-0.8552441147764176,-1.0974015247737738,-0.897479443624614,-1.0585503106117404,1.4257987930516136,71,0,1,0,30.0,29.086511611938477
30.5,-0.8552441147764176,-0.9247725045728732,-0.6881793228818636,-0.9215707666940472,-0.5323626013036271,77,0,1,0,30.5,30.224571228027344
25.4,-0.2673561049646486,-0.09998940805745912,-0.7143418379747074,0.6607791371827535,1.6433722813133074,79,0,1,0,25.399999618530273,23.401601791381836
44.3,-0.8552441147764176,-0.991906012428779,-1.4730547756671775,-1.0455608711023041,2.2235682500111555,80,0,1,0,44.29999923706055,32.72919845581055
23.0,-0.8552441147764176,-0.7041909787606112,-0.4265541719534256,-0.01585257544516205,0.5192425919612244,75,0,1,0,23.0,25.686628341674805
14.0,1.496307924470658,1.1947282434492954,1.1955217638028897,1.3291448428501185,-0.9312473297833982,71,1,0,0,14.0,14.51041030883789
29.8,-0.8552441147764176,-1.0014965135510512,-1.1067795643673644,-1.3289668240354624,-0.09721562478023997,80,0,1,0,29.799999237060547,33.308441162109375
26.5,-0.8552441147764176,-0.5123809563151661,-0.8451544134389264,-0.47874896523598737,-0.713673841521705,76,1,0,0,26.5,27.73780059814453
20.2,0.3205319048471203,0.06304911102116924,-0.505041717231957,-0.006405710347390107,0.08409561543783786,78,1,0,0,20.200000762939453,23.172454833984375
38.0,0.3205319048471203,0.6576601806020491,-0.505041717231957,0.05263719651368455,0.5192425919612244,82,1,0,0,38.0,23.01663589477539
17.0,1.496307924470658,1.0412802254929394,0.9338966128744518,0.5651296280678125,-1.8378035308737874,70,1,0,0,17.0,16.819013595581055
20.5,0.3205319048471203,0.30281163907797565,-0.11260399083930006,0.5426933234606042,0.5917670880484552,78,1,0,0,20.5,20.45403480529785
32.4,-0.8552441147764176,-0.8192769922278783,-0.766666868160395,-0.7326334647386084,0.4467180958739935,81,0,0,1,32.400001525878906,31.5822811126709
18.0,0.3205319048471203,0.542574167134782,-0.4265541719534256,0.059722345337013504,0.33793135174314654,73,1,0,0,18.0,20.376108169555664
20.5,0.3205319048471203,0.3603546458116092,0.018208584624918926,0.5367890327744967,0.4829803439176083,77,1,0,0,20.5,20.033924102783203
25.8,-0.8552441147764176,-0.35893293835881,-0.3219041115820504,-0.4138017676888052,-0.4235758571727802,81,1,0,0,25.799999237060547,27.404464721679688
13.0,1.496307924470658,1.5016242793620076,1.0647091883386708,1.2807296592240374,-1.2938698102195538,76,1,0,0,13.0,16.20030403137207
24.0,-0.8552441147764176,-0.5699239630487997,-0.21725405121067523,-0.3169714004366428,-0.7499360895653204,75,0,0,1,24.0,27.1637020111084
16.0,0.3205319048471203,0.542574167134782,-0.11260399083930006,0.3632028866029372,0.88186507239738,73,1,0,0,16.0,18.830303192138672
13.0,1.496307924470658,1.1947282434492954,1.1955217638028897,0.9264722180575894,-0.5686248493472426,76,1,0,0,13.0,16.401308059692383
21.0,-0.8552441147764176,-0.6850099765160668,-0.4788792021391132,-0.8790598737540735,0.33793135174314654,72,1,0,0,21.0,26.764270782470703
19.0,0.3205319048471203,0.542574167134782,-0.11260399083930006,0.3679263191518232,-0.20600236891108692,71,1,0,0,19.0,19.130680084228516
25.0,-0.8552441147764176,-0.9151820034506009,-0.28266033894278475,-1.0916143384539423,1.2444875528335357,71,1,0,0,25.0,26.74884605407715
27.5,-0.8552441147764176,-0.5699239630487997,-0.24341656630351904,-0.4846532559220948,-0.4961003532600117,78,0,0,1,27.5,28.514978408813477
18.0,0.3205319048471203,0.542574167134782,-0.6881793228818636,0.7127368952204992,1.969732513705847,76,1,0,0,18.0,19.62865447998047
34.5,-0.8552441147764176,-0.8960010012060564,-0.28266033894278475,-0.7680592088552531,0.08409561543783786,81,0,1,0,34.5,29.752681732177734
11.0,1.496307924470658,1.1947282434492954,2.7652726693735175,1.6668702700954656,-0.7499360895653204,70,1,0,0,11.0,11.463356018066406
32.1,-0.8552441147764176,-0.9151820034506009,-0.897479443624614,-1.0042308362995518,-0.02469112869300909,80,1,0,0,32.099998474121094,31.05844497680664
15.5,1.496307924470658,1.5016242793620076,1.7187720656597656,1.4106240543184017,-1.5114432984812471,77,1,0,0,15.5,15.601909637451172
18.6,0.3205319048471203,0.30281163907797565,0.1490211600891379,0.7670563695326879,1.1357008087026887,78,1,0,0,18.600000381469727,19.276391983032227
18.2,1.496307924470658,1.1947282434492954,0.8030840374102328,1.0150365783492015,-0.13347787282385604,79,1,0,0,18.200000762939453,17.26648712158203
15.0,0.3205319048471203,0.6192981761129601,0.1490211600891379,0.8969507646270521,1.2444875528335357,75,1,0,0,15.0,17.748584747314453
27.2,-0.8552441147764176,-0.5603334619265274,-0.5312042323248009,-0.5673133255275993,0.04783336739422178,81,1,0,0,27.200000762939453,28.54344940185547
14.0,1.496307924470658,1.1947282434492954,1.1955217638028897,1.7554346303870776,-0.7499360895653204,74,1,0,0,14.0,14.474403381347656
13.0,1.496307924470658,1.5016242793620076,1.5879594901955467,1.5393375912755443,-1.2938698102195538,72,1,0,0,13.0,13.899505615234375
18.0,0.3205319048471203,0.30281163907797565,0.018208584624918926,0.7587903625721374,0.33793135174314654,74,1,0,0,18.0,18.935678482055664
15.0,0.3205319048471203,0.542574167134782,-0.11260399083930006,0.43169265856178385,0.5192425919612244,74,1,0,0,15.0,19.293581008911133
14.0,1.496307924470658,2.5086268972005947,3.1577103957661743,1.7176471699959899,-2.019114771091865,70,1,0,0,14.0,10.584096908569336
15.0,1.496307924470658,1.1947282434492954,1.1955217638028897,1.3751983102017569,-0.7499360895653204,72,1,0,0,15.0,14.572949409484863
23.9,1.496307924470658,0.6384791783575046,-0.374229141767738,0.5308847420883892,2.4048794902292334,79,1,0,0,23.899999618530273,18.46751594543457
24.0,-0.8552441147764176,-0.7713244866165171,-0.24341656630351904,-0.7066545857197355,-0.20600236891108692,70,0,0,1,24.0,27.029102325439453
16.0,1.496307924470658,1.9811493354756204,1.7187720656597656,2.0045956973408128,-1.4751810504376317,75,1,0,0,16.0,13.421782493591309
14.0,1.496307924470658,1.51121478048428,1.274009309081421,1.3976346148089651,-0.7499360895653204,71,1,0,0,14.0,13.810959815979004
26.6,1.496307924470658,1.5016242793620076,0.018208584624918926,0.8910464739409446,1.2444875528335357,81,1,0,0,26.600000381469727,17.63764762878418
46.6,-0.8552441147764176,-1.030268016917868,-1.028292019088833,-1.0160394176717666,0.845602824353764,80,0,0,1,46.599998474121094,33.00862503051758
31.5,-0.8552441147764176,-0.9151820034506009,-0.9498044738103015,-1.0927951965911638,1.0631763126154579,77,0,0,1,31.5,31.873815536499023
29.5,-0.8552441147764176,-0.9151820034506009,-0.9498044738103015,-0.9865179642412294,0.37419359978676264,78,0,0,1,29.5,32.060020446777344
27.0,-0.8552441147764176,-0.7809149877387893,-0.4265541719534256,-0.39018460494437535,1.099438560659074,82,1,0,0,27.0,28.171802520751953
25.5,-0.8552441147764176,-0.5123809563151661,-0.4003916568605818,-0.25438591916390363,0.08409561543783786,77,1,0,0,25.5,26.034690856933594
20.0,-0.8552441147764176,-0.6082859675378887,-0.06027896065361246,0.2120530450385861,0.04783336739422178,76,0,1,0,20.0,24.387237548828125
16.5,1.496307924470658,1.5016242793620076,1.9803972165882036,1.6645085538210227,-1.2576075621759384,76,1,0,0,16.5,14.470516204833984
35.7,-0.8552441147764176,-0.9151820034506009,-0.635854292696176,-1.2463067544299578,-0.4235758571727802,79,1,0,0,35.70000076293945,30.490264892578125
24.2,0.3205319048471203,-0.4548379495815326,0.41064631101757587,-0.04773574515014237,-0.6411493454344734,81,0,0,1,24.200000762939453,24.11672019958496
20.2,1.496307924470658,1.0412802254929394,0.907734097781608,0.7080134626716132,-1.0037718258706292,78,1,0,0,20.200000762939453,18.602312088012695
26.0,-0.8552441147764176,-0.35893293835881,-0.3219041115820504,-0.4551318024915575,-0.38731360912916474,82,1,0,0,26.0,25.869874954223633
22.4,0.3205319048471203,0.3603546458116092,0.1490211600891379,0.5249804514022818,0.08409561543783786,81,1,0,0,22.399999618530273,20.43243408203125
31.8,-0.8552441147764176,-1.0398585180401403,-1.028292019088833,-1.122316650021701,1.3170120489207666,79,0,0,1,31.799999237060547,34.315582275390625
30.9,-0.8552441147764176,-0.8480484955946951,-0.766666868160395,-0.8743364412051875,-0.38731360912916474,78,1,0,0,30.899999618530273,29.323625564575195
18.5,0.3205319048471203,0.542574167134782,0.1490211600891379,0.7965778229632252,0.2291446076122996,76,1,0,0,18.5,18.228532791137695
16.0,0.3205319048471203,0.542574167134782,0.018208584624918926,1.0941540735430415,1.0631763126154579,75,1,0,0,16.0,16.77260398864746
13.0,1.496307924470658,1.9811493354756204,1.7187720656597656,2.096702632044089,-1.2938698102195538,71,1,0,0,13.0,12.558781623840332
30.0,-0.8552441147764176,-0.7905054888610615,-0.635854292696176,-0.9629008014967995,-0.2785268649983178,77,1,0,0,30.0,28.537216186523438
14.5,1.496307924470658,1.51121478048428,1.2478467939885773,1.4696669611794762,-1.0037718258706292,76,1,0,0,14.5,15.877412796020508
41.5,-0.8552441147764176,-0.9151820034506009,-0.7405043530675511,-0.9758902410062359,-0.31478911304193385,80,0,1,0,41.5,31.137929916381836
20.8,0.3205319048471203,0.06304911102116924,-0.505041717231957,0.11758439406086667,0.4104558478303774,78,1,0,0,20.799999237060547,23.136592864990234
13.0,1.496307924470658,1.5975292905847303,1.7187720656597656,1.9880636834197116,-0.9312473297833982,73,1,0,0,13.0,13.042734146118164
31.0,-0.8552441147764176,-1.1741255337519518,-1.028292019088833,-1.41398860991541,1.2444875528335357,71,0,0,1,31.0,32.32360076904297
15.0,1.496307924470658,1.5016242793620076,1.5879594901955467,0.8532590135498569,-1.4751810504376317,70,1,0,0,15.0,15.167487144470215
23.0,-0.8552441147764176,-0.6850099765160668,-0.4788792021391132,-0.8861450225774025,-0.5686248493472426,71,1,0,0,23.0,25.367557525634766
22.0,-0.8552441147764176,-0.6850099765160668,-0.4788792021391132,-0.6794948485636412,0.15662011152506874,72,1,0,0,22.0,24.761220932006836
28.0,-0.8552441147764176,-0.9247725045728732,-0.766666868160395,-0.9629008014967995,0.3016691036995305,76,0,0,1,28.0,31.4287166595459
16.0,0.3205319048471203,0.30281163907797565,0.018208584624918926,0.5533210466955977,-0.02469112869300909,71,1,0,0,16.0,17.64839744567871
17.7,0.3205319048471203,0.3603546458116092,1.5879594901955467,0.5604061955189266,-0.7861983376089359,78,1,0,0,17.700000762939453,17.807342529296875
13.0,1.496307924470658,1.9811493354756204,1.1955217638028897,1.763700637347628,-1.2938698102195538,73,1,0,0,13.0,14.735151290893555
26.6,-0.8552441147764176,-0.4068854439701713,-0.5312042323248009,-0.39608889563048283,0.3016691036995305,81,1,0,0,26.600000381469727,26.383342742919922
30.0,-0.8552441147764176,-1.0110870146733235,-0.7405043530675511,-1.0691780338467338,-0.38731360912916474,71,0,1,0,30.0,28.766542434692383
18.1,1.496307924470658,1.0412802254929394,0.907734097781608,0.2770002425857682,-1.5839677945684787,78,1,0,0,18.100000381469727,20.015798568725586
22.0,0.3205319048471203,-0.4548379495815326,-0.19109153611783145,-0.18353443093061408,-0.38731360912916474,77,0,0,1,22.0,25.66863441467285
14.0,1.496307924470658,2.5086268972005947,3.1577103957661743,0.13647812425641057,-2.019114771091865,70,1,0,0,14.0,14.514656066894531
24.3,-0.8552441147764176,-0.4068854439701713,-0.374229141767738,0.03846689886702663,1.6433722813133074,80,1,0,0,24.299999237060547,23.30937385559082
14.0,1.496307924470658,1.0412802254929394,0.8554090675959204,1.265378503440158,-0.38731360912916474,73,1,0,0,14.0,15.463180541992188
23.9,-0.8552441147764176,-0.7137814798828835,-0.19109153611783145,-0.6676862671914262,-0.24226461695470236,78,0,0,1,23.899999618530273,27.64516258239746
13.0,1.496307924470658,1.0412802254929394,0.64610894685317,0.2344893496457945,-1.2938698102195538,75,1,0,0,13.0,19.366565704345703
30.0,-0.8552441147764176,-0.4548379495815326,-0.9759669889031454,0.3301388587607354,2.2598304980547717,80,0,1,0,30.0,26.1805477142334
36.0,-0.8552441147764176,-0.5603334619265274,-0.5312042323248009,-0.7090163019941785,-0.9312473297833982,82,1,0,0,36.0,28.372926712036133
16.0,0.3205319048471203,0.6192981761129601,0.1490211600891379,0.7812266671793457,0.88186507239738,74,1,0,0,16.0,17.05613136291504
28.8,0.3205319048471203,-0.19589441928018167,0.2798337355533569,-0.4433232211193425,-1.5477055465248626,79,1,0,0,28.799999237060547,23.05621337890625
36.0,-0.8552441147764176,-0.8288674933501506,-0.766666868160395,-0.9038578946357249,-0.38731360912916474,82,0,0,1,36.0,33.10737991333008
31.3,-0.8552441147764176,-0.7041909787606112,-0.766666868160395,-0.5059087023920816,0.7005538321793022,80,0,0,1,31.299999237060547,30.54082679748535
21.5,-1.4431321245881865,-1.0878110236515015,0.1490211600891379,-0.2957159539666559,-0.7499360895653204,77,0,0,1,21.5,25.36442756652832
35.0,-0.8552441147764176,-1.1645350326296795,-0.9236419587174577,-1.6029259118708488,0.88186507239738,71,0,0,1,35.0,32.532352447509766
28.0,-0.8552441147764176,-0.7425529832497003,-0.374229141767738,-1.0006882618878874,-0.5686248493472426,71,0,1,0,28.0,26.16975212097168
18.0,0.3205319048471203,-0.2150754215247262,-0.19109153611783145,0.016030594259818263,-0.38731360912916474,75,1,0,0,18.0,21.471149444580078
15.5,1.496307924470658,1.0604612277374839,0.41064631101757587,1.1709098524624384,-0.604887097390858,76,1,0,0,15.5,17.52306365966797
32.0,-0.8552441147764176,-0.5603334619265274,-0.5312042323248009,-0.7975806622857905,-1.4389188023940163,82,1,0,0,32.0,28.806665420532227
17.5,1.496307924470658,1.0700517288597562,0.9338966128744518,1.4696669611794762,-0.9312473297833982,76,1,0,0,17.5,16.3250675201416
20.0,0.3205319048471203,0.3699451469338814,-0.11260399083930006,-0.06662947534568625,0.15662011152506874,75,1,0,0,20.0,20.37679100036621
25.0,-0.8552441147764176,-0.919977254011737,-0.635854292696176,-0.9971456874762228,0.5192425919612244,72,1,0,0,25.0,27.1168270111084
18.0,0.3205319048471203,0.542574167134782,-0.4265541719534256,0.1990636055291497,-0.38731360912916474,71,1,0,0,18.0,19.62237548828125
39.0,-0.8552441147764176,-1.030268016917868,-1.0544545341816767,-1.2935410799188176,0.3016691036995305,81,1,0,0,39.0,33.58810043334961
26.0,-0.8552441147764176,-0.9247725045728732,-0.766666868160395,-0.8330064064024353,0.9543895684846109,77,0,0,1,26.0,31.13083267211914
19.2,0.3205319048471203,0.3603546458116092,0.018208584624918926,0.6666834278688609,1.3170120489207666,78,1,0,0,19.200000762939453,18.321138381958008
24.0,-0.8552441147764176,-0.8288674933501506,-0.374229141767738,-0.638164813760889,-0.38731360912916474,70,0,1,0,24.0,24.555316925048828
28.0,-0.8552441147764176,-0.4068854439701713,-0.374229141767738,-0.34531199572995863,0.33793135174314654,80,1,0,0,28.0,25.024702072143555
17.0,0.3205319048471203,0.3603546458116092,0.1490211600891379,1.1059626549152564,1.969732513705847,75,1,0,0,17.0,15.689352035522461
21.6,-0.8552441147764176,-0.694600477638339,0.2798337355533569,-0.20715159367504393,0.04783336739422178,78,0,1,0,21.600000381469727,22.049497604370117
22.0,0.3205319048471203,0.30281163907797565,-0.11260399083930006,0.31006427042797,-0.06095337673662453,76,1,0,0,22.0,19.9233455657959
31.9,-0.8552441147764176,-1.0014965135510512,-0.8713169285317701,-1.234498173057743,-0.5686248493472426,79,0,1,0,31.899999618530273,32.6878776550293
39.1,-0.8552441147764176,-1.0974015247737738,-1.2114296247387395,-1.4352440563853968,0.4829803439176083,81,0,0,1,39.099998474121094,36.723052978515625
19.4,0.3205319048471203,0.3699451469338814,-0.374229141767738,0.2829045332718757,0.5917670880484552,78,1,0,0,19.399999618530273,21.294267654418945
33.5,-0.8552441147764176,-0.4068854439701713,-0.374229141767738,-0.48937668847098076,-0.8587228336961673,79,1,0,0,33.5,25.476911544799805
24.0,-0.8552441147764176,-0.7041909787606112,-0.19109153611783145,-0.5684941836648209,-0.20600236891108692,74,0,0,1,24.0,25.95659828186035
26.0,-0.8552441147764176,-0.6850099765160668,-0.635854292696176,-0.6133667928792376,0.33793135174314654,74,1,0,0,26.0,25.951793670654297
31.0,-0.8552441147764176,-1.0974015247737738,-0.9759669889031454,-1.145933812766131,0.15662011152506874,74,0,1,0,31.0,31.313268661499023
28.1,-0.8552441147764176,-0.5027904551928939,-0.635854292696176,0.3065216960163056,1.752159025444153,81,0,1,0,28.100000381469727,24.950603485107422
18.0,0.3205319048471203,0.3699451469338814,-0.11260399083930006,-0.03002287309181997,0.15662011152506874,73,1,0,0,18.0,19.63410186767578
27.0,-0.8552441147764176,-0.4068854439701713,-0.374229141767738,-0.2780030819083335,0.88186507239738,82,1,0,0,27.0,25.308837890625
